,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
1426,3104714.0,operating,TN,Nashville,6,2010-02-17,2014-02-20,1,292.0,517452.3333333333,Analytics,4.0
1428,76750000.0,operating,CA,SF Bay Area,5,2010-04-15,2015-08-18,1,487.0,15350000.0,Software,15.0
1429,24418000.0,operating,MA,Boston,3,2013-01-14,2014-08-15,1,289.0,8139333.333333333,SaaS,8.0
1430,28805381.0,operating,WA,Seattle,3,2010-01-05,2012-03-13,1,399.0,9601793.666666666,SaaS,2.0
1431,23750000.0,operating,CA,SF Bay Area,3,2012-05-01,2015-04-28,1,546.0,7916666.666666667,Analytics,10.0
1432,41000000.0,operating,MA,Boston,3,2006-06-01,2009-01-21,1,482.0,13666666.666666666,Software,5.0
1433,13690000.0,operating,CO,Denver,4,2008-01-25,2014-03-26,1,750.0,3422500.0,Analytics,4.0
1434,55800000.0,operating,MA,Boston,4,2009-04-17,2014-02-05,1,585.0,13950000.0,Technology,14.0
1435,804500.0,operating,WI,Milwaukee,6,2011-06-04,2013-10-01,1,170.0,134083.33333333334,SaaS,11.0
1436,6910000.0,operating,TX,Austin,5,2011-12-20,2015-04-23,1,305.0,1727500.0,Software,11.0
1439,355000.0,operating,TX,Houston,4,2010-12-31,2015-04-28,1,526.0,88750.0,0_other_cat,4.0
1440,31000000.0,operating,CA,San Diego,4,2006-06-28,2011-07-11,1,613.0,7750000.0,Biotechnology,5.0
1441,23800000.0,operating,CA,San Diego,3,2013-01-01,2014-12-11,1,354.0,7933333.333333333,Security,4.0
1446,69500000.0,operating,CA,San Diego,6,2012-01-01,2015-07-23,1,259.0,17375000.0,Finance,4.0
1447,55000.0,operating,MD,Baltimore,3,2011-01-01,2013-01-01,1,365.0,18333.333333333332,Social_Media,3.0
1449,8450000.0,operating,MA,Boston,3,2010-09-27,2014-10-03,1,733.0,2816666.6666666665,Biotechnology,6.0
1450,6900000.0,operating,VA,"Washington, D.C.",3,2014-05-13,2014-07-25,1,36.0,2300000.0,Software,1.0
1452,5965000.0,operating,OH,Cleveland,9,2009-03-31,2014-04-01,1,228.0,662777.7777777778,SaaS,4.0
1455,45145000.0,operating,CT,Hartford,5,2011-03-14,2015-10-02,1,415.0,11286250.0,Software,3.0
1456,30000000.0,operating,CA,SF Bay Area,3,2013-09-27,2014-06-11,1,128.0,10000000.0,Education,10.0
1458,215000.0,operating,WA,Seattle,3,2014-02-01,2015-06-02,1,243.0,71666.66666666667,Mobile,2.0
1460,784324.0,operating,WA,Seattle,4,2012-12-31,2015-07-21,1,310.0,196081.0,Analytics,1.0
1462,6159223.0,operating,TX,Houston,9,2011-01-28,2015-06-24,1,201.0,769902.875,0_other_cat,9.0
1463,36575000.0,operating,NY,New York City,4,2013-10-24,2015-07-20,1,211.0,9143750.0,Mobile,3.0
1464,9700000.0,operating,CA,SF Bay Area,3,2012-11-30,2015-03-19,1,419.0,3233333.3333333335,Internet,2.0
1465,7000000.0,operating,CA,SF Bay Area,3,2012-02-01,2014-05-07,1,413.0,7000000.0,E-Commerce,17.0
1468,2350000.0,operating,NJ,Newark,3,2013-08-15,2015-07-09,1,346.0,783333.3333333334,0_other_cat,2.0
1469,58500000.0,operating,MI,Detroit,3,2010-07-21,2015-09-10,1,938.0,19500000.0,Health_Care,10.0
1472,3840000.0,operating,NY,New York City,3,2012-10-01,2015-06-01,1,486.0,1280000.0,0_other_cat,5.0
1473,5000000.0,operating,NY,New York City,3,2012-08-28,2014-05-28,1,319.0,5000000.0,Analytics,7.0
1475,3800000.0,operating,CA,SF Bay Area,3,2013-01-31,2013-11-01,1,137.0,1266666.6666666667,Advertising,9.0
1476,4595000.0,operating,MI,Detroit,5,2012-04-02,2015-09-24,1,317.0,1148750.0,Biotechnology,2.0
1478,13000000.0,operating,WA,Seattle,3,2007-05-08,2010-08-06,1,593.0,4333333.333333333,Software,3.0
1479,30500000.0,operating,TX,Dallas,4,2006-11-01,2014-04-01,1,902.0,7625000.0,Internet,5.0
1482,23514640.0,operating,CA,San Diego,4,2008-03-24,2015-11-13,1,930.0,5878660.0,Biotechnology,1.0
1486,12731053.0,operating,OR,"Portland, Oregon",4,2010-06-17,2014-07-17,1,497.0,3182763.25,Biotechnology,6.0
1488,900000.0,operating,CA,SF Bay Area,3,2011-08-05,2012-09-27,1,209.0,450000.0,Software,4.0
1489,9646024.0,operating,TX,Dallas,4,2011-01-05,2013-03-04,1,263.0,2411506.0,Mobile,2.0
1490,26812411.0,operating,CA,SF Bay Area,5,2005-01-31,2013-02-14,1,734.0,6703102.75,Mobile,7.0
1492,6838559.0,operating,CA,SF Bay Area,5,2010-02-05,2013-04-01,1,287.0,1367711.8,Semiconductors,2.0
1494,11202957.0,operating,TN,Nashville,4,2011-04-19,2012-05-21,1,132.0,2800739.25,Health_and_Wellness,5.0
1495,10000000.0,operating,OR,"Portland, Oregon",3,2011-10-12,2015-03-12,1,623.0,3333333.3333333335,Health_and_Wellness,2.0
1496,1621510.0,operating,IL,Chicago,3,2011-08-12,2014-05-23,1,507.0,540503.3333333334,Biotechnology,2.0
1497,1825000.0,operating,CA,Los Angeles,5,2013-12-26,2015-03-26,1,113.0,365000.0,Mobile,4.0
1501,33884138.0,operating,AZ,Phoenix,6,2010-03-09,2015-11-12,1,414.0,5647356.333333333,Health_Care,7.0
1503,21500000.0,operating,NY,New York City,3,2014-11-29,2015-01-20,1,26.0,7166666.666666667,0_other_cat,1.0
1504,17258983.0,operating,CO,Denver,6,2009-07-08,2015-05-07,1,425.0,2876497.1666666665,Software,6.0
1506,12500000.0,operating,GA,Atlanta,4,2011-01-24,2011-10-14,1,87.0,3125000.0,Software,6.0
1508,31000000.0,operating,VA,"Washington, D.C.",3,2006-12-11,2009-11-20,1,537.0,15500000.0,Mobile,5.0
1509,150000.0,operating,PA,Pittsburgh,4,2013-02-06,2015-08-26,1,310.0,75000.0,Education,3.0
1511,49300645.0,operating,MA,Boston,5,2009-12-31,2014-10-30,1,441.0,9860129.0,0_other_cat,15.0
1513,19903476.0,operating,CA,San Diego,4,2006-02-13,2011-08-08,1,667.0,4975869.0,E-Commerce,5.0
1514,28959965.0,operating,VA,"Washington, D.C.",4,2010-12-01,2014-10-09,1,469.0,9653321.666666666,Software,4.0
1516,85860220.0,operating,VA,Alexandria,4,2011-04-20,2015-02-05,1,462.0,21465055.0,Enterprise_Software,11.0
1517,69050788.0,operating,MA,Boston,5,2004-09-01,2014-03-19,1,871.0,13810157.6,Enterprise_Software,6.0
1519,1920000.0,operating,GA,Atlanta,4,2011-11-27,2014-07-17,1,321.0,960000.0,0_other_cat,4.0
1521,12200000.0,operating,CA,Los Angeles,3,2011-04-20,2015-10-20,1,822.0,4066666.6666666665,Internet,10.0
1522,3209000.0,operating,NC,Raleigh,3,2014-02-05,2015-02-04,1,182.0,1069666.6666666667,Biotechnology,4.0
1524,10100000.0,operating,LA,New Orleans,3,2014-06-03,2015-08-06,1,214.0,3366666.6666666665,0_other_cat,5.0
1528,13000000.0,operating,CA,SF Bay Area,3,2011-04-01,2015-05-19,1,754.0,4333333.333333333,Apps,6.0
1529,59311000.0,operating,CA,SF Bay Area,5,2004-04-07,2012-07-17,1,755.0,11862200.0,Semiconductors,19.0
1531,14275217.0,operating,TX,Austin,4,2012-01-24,2015-02-03,1,368.0,3568804.25,Biotechnology,1.0
1532,10500000.0,operating,CA,SF Bay Area,3,2007-06-01,2011-05-04,1,716.0,5250000.0,Curated_Web,6.0
1533,4791000.0,operating,MA,Boston,4,2012-05-10,2014-11-19,1,307.0,1597000.0,Internet,11.0
1534,9679742.0,operating,MA,Boston,4,2013-07-31,2015-08-06,1,245.0,2419935.5,Social_Media,6.0
1537,41644215.0,operating,CA,SF Bay Area,6,2006-04-17,2010-12-30,1,343.0,6940702.5,0_other_cat,11.0
1538,750000.0,operating,VA,"Washington, D.C.",3,2013-09-13,2014-03-01,1,84.0,750000.0,Software,6.0
1539,1800000.0,operating,MO,Kansas City,3,2013-08-15,2015-06-30,1,342.0,1800000.0,Software,8.0
1540,3500000.0,operating,IL,Chicago,4,2009-05-20,2014-11-19,1,669.0,1166666.6666666667,Advertising,4.0
1544,46550000.0,operating,CA,SF Bay Area,4,2009-08-03,2015-04-22,1,696.0,11637500.0,Biotechnology,16.0
1545,39554718.0,operating,TX,Houston,10,2006-05-08,2014-10-14,1,342.0,3955471.8,Biotechnology,12.0
1547,1250000.0,operating,CA,Los Angeles,3,2011-09-01,2012-02-08,1,80.0,625000.0,Software,6.0
1549,2439500.0,operating,MO,St. Louis,3,2009-07-01,2014-07-07,1,916.0,813166.6666666666,0_other_cat,1.0
1550,28301362.0,operating,SD,Sioux Falls,4,2012-02-29,2014-03-04,1,244.0,7075340.5,Health_Care,3.0
1551,4884228.0,operating,FL,Palm Beaches,3,2009-05-12,2014-04-02,1,893.0,2442114.0,Web_Hosting,4.0
1552,45373444.0,operating,UT,Salt Lake City,5,2011-01-21,2014-03-06,1,285.0,9074688.8,Biotechnology,2.0
1554,75000.0,operating,NY,New York City,3,2012-03-01,2012-06-01,1,46.0,25000.0,Curated_Web,3.0
1556,200000.0,operating,MA,Boston,3,2013-08-01,2013-08-01,1,0.0,66666.66666666667,Mobile,4.0
1558,968000.0,operating,CA,SF Bay Area,3,2010-01-29,2012-08-01,1,457.0,322666.6666666667,Analytics,10.0
1559,31800000.0,operating,CO,Denver,3,2012-08-22,2015-11-18,1,591.0,10600000.0,0_other_cat,3.0
1560,3000000.0,operating,CA,SF Bay Area,3,2013-11-03,2015-09-15,1,340.0,1500000.0,E-Commerce,7.0
1563,10338000.0,operating,CA,SF Bay Area,3,2008-11-21,2012-07-01,1,659.0,5169000.0,Software,6.0
1564,49500000.0,operating,NY,New York City,4,2009-05-18,2011-08-30,1,278.0,12375000.0,Advertising,8.0
1566,81800000.0,operating,CA,SF Bay Area,3,2011-03-16,2014-04-29,1,570.0,27266666.666666668,Health_Care,9.0
1567,18750000.0,operating,WA,Seattle,4,2008-09-01,2013-12-23,1,646.0,4687500.0,Internet,5.0
1569,2600000.0,operating,MA,Boston,3,2013-08-08,2014-05-12,1,138.0,866666.6666666666,Hardware_+_Software,7.0
1570,18742845.0,operating,VT,Montpelier,8,2008-08-11,2014-06-17,1,305.0,2342855.625,Clean_Technology,8.0
1571,45600000.0,operating,WA,Seattle,5,2007-10-17,2015-08-24,1,717.0,9120000.0,Software,10.0
1572,18800000.0,operating,CA,SF Bay Area,5,2006-01-03,2014-12-05,1,814.0,3760000.0,SaaS,2.0
1575,50500000.0,operating,MD,"Washington, D.C.",4,2014-08-06,2015-10-14,1,144.0,12625000.0,Software,3.0
1576,9179849.0,operating,TX,Austin,4,2012-05-24,2014-06-04,1,247.0,3059949.6666666665,Software,4.0
1577,240000.0,operating,WA,Seattle,3,2012-07-12,2013-11-27,1,251.0,80000.0,Mobile,2.0
1578,8600000.0,operating,CA,SF Bay Area,3,2013-07-12,2014-08-14,1,199.0,2866666.6666666665,Health_Care,10.0
1579,6350000.0,operating,CA,SF Bay Area,3,2011-06-09,2015-06-29,1,740.0,2116666.6666666665,Mobile,15.0
1581,10607806.0,operating,CA,SF Bay Area,3,2008-07-08,2010-08-25,1,389.0,3535935.3333333335,0_other_cat,5.0
1583,47000000.0,operating,CA,SF Bay Area,5,2005-10-24,2015-09-29,1,906.0,9400000.0,Hardware_+_Software,15.0
1584,13945000.0,operating,TX,Austin,3,2013-01-01,2015-03-18,1,403.0,4648333.333333333,Software,2.0
1586,11000000.0,operating,CA,SF Bay Area,3,2013-05-01,2015-03-31,1,349.0,5500000.0,SaaS,10.0
1587,3637713.0,operating,CA,SF Bay Area,3,2014-01-01,2014-10-14,1,143.0,1212571.0,Hardware_+_Software,15.0
1589,4902500.0,operating,CA,SF Bay Area,3,2013-04-15,2015-01-18,1,321.0,1634166.6666666667,Analytics,2.0
1590,340000.0,operating,MA,Boston,4,2014-10-29,2015-06-12,1,75.0,85000.0,Clean_Technology,5.0
1591,67000000.0,operating,CA,SF Bay Area,4,2010-04-07,2014-08-06,1,527.0,16750000.0,Enterprise_Software,11.0
1592,48500000.0,operating,CA,Anaheim,5,2010-10-03,2014-06-27,1,340.0,12125000.0,E-Commerce,5.0
1593,3050000.0,operating,MA,Boston,3,2011-10-24,2014-04-09,1,449.0,1016666.6666666666,Mobile,8.0
1595,18600000.0,operating,CA,SF Bay Area,3,2010-01-01,2013-04-08,1,596.0,6200000.0,Curated_Web,13.0
1597,1750000.0,operating,MA,Boston,3,2014-02-14,2015-02-12,1,181.0,583333.3333333334,SaaS,12.0
1598,83300000.0,operating,PA,Pittsburgh,4,2011-10-19,2015-06-10,1,443.0,20825000.0,Education,14.0
1600,35000.0,operating,OH,Cincinnati,3,2012-11-14,2013-11-25,1,188.0,17500.0,Software,4.0
1601,32505000.0,operating,IA,Des Moines,6,2009-11-01,2014-09-30,1,358.0,5417500.0,Software,13.0
1604,43300000.0,operating,CA,SF Bay Area,3,2011-02-17,2015-09-10,1,833.0,14433333.333333334,SaaS,15.0
1605,14225000.0,operating,NY,New York City,3,2011-11-01,2014-05-22,1,466.0,7112500.0,SaaS,10.0
1606,720801.0,operating,MA,Boston,4,2012-10-23,2014-07-01,1,205.0,240267.0,Hardware_+_Software,3.0
1608,13200000.0,operating,CA,San Diego,4,2006-01-01,2012-04-10,1,763.0,6600000.0,0_other_cat,8.0
1611,52500000.0,operating,CA,SF Bay Area,4,2010-07-02,2014-09-24,1,515.0,17500000.0,Hardware_+_Software,15.0
1613,4400000.0,operating,CA,SF Bay Area,3,2013-09-06,2015-03-04,1,272.0,2200000.0,Curated_Web,17.0
1618,28800000.0,operating,OR,"Portland, Oregon",4,2006-01-01,2008-10-01,1,334.0,7200000.0,0_other_cat,5.0
1619,8362387.0,operating,WA,Seattle,3,2013-09-11,2015-06-09,1,318.0,2787462.3333333335,Software,2.0
1622,16500000.0,operating,CA,SF Bay Area,3,2011-06-01,2014-06-28,1,561.0,5500000.0,E-Commerce,16.0
1623,27125000.0,operating,WI,Madison,4,2012-06-04,2015-12-03,1,425.0,6781250.0,0_other_cat,16.0
1626,2134000.0,operating,CT,Hartford,8,2012-03-02,2014-11-25,1,142.0,266750.0,Software,8.0
1627,43000000.0,operating,MN,MN - Other,5,2004-01-01,2015-04-16,1,1030.0,8600000.0,Analytics,6.0
1628,76552021.0,operating,VA,"Washington, D.C.",6,2010-04-07,2014-11-12,1,336.0,12758670.166666666,Education,2.0
1633,565000.0,operating,MA,Boston,3,2013-11-01,2015-07-01,1,303.0,188333.33333333334,Curated_Web,1.0
1634,13335737.0,operating,MA,Boston,5,2008-10-30,2012-08-02,1,343.0,2667147.4,Clean_Technology,1.0
1635,5828444.0,operating,UT,Salt Lake City,6,2011-10-14,2014-03-27,1,179.0,1457111.0,Clean_Technology,6.0
1637,27394996.0,operating,CA,SF Bay Area,4,2010-04-06,2013-10-14,1,429.0,6848749.0,Enterprise_Software,8.0
1638,4864293.0,operating,OH,OH - Other,3,2012-12-21,2015-09-01,1,492.0,2432146.5,Clean_Technology,1.0
1640,58750000.0,operating,MI,Detroit,4,2008-01-11,2015-10-23,1,947.0,19583333.333333332,Clean_Technology,7.0
1641,3272000.0,operating,CA,SF Bay Area,6,2011-07-01,2014-08-01,1,225.0,545333.3333333334,Software,7.0
1643,56788185.0,operating,NY,New York City,5,2011-01-31,2014-12-16,1,353.0,11357637.0,Clean_Technology,1.0
1644,15021489.0,operating,GA,Atlanta,4,2008-06-10,2013-02-01,1,565.0,5007163.0,Clean_Technology,7.0
1645,540000.0,operating,TN,Memphis,5,2012-06-01,2014-06-19,1,187.0,108000.0,Health_and_Wellness,8.0
1646,9705000.0,operating,MA,Boston,3,2014-03-31,2015-07-01,1,228.0,3235000.0,Clean_Technology,6.0
1647,45299500.0,operating,CA,SF Bay Area,3,2011-07-12,2014-05-08,1,515.0,15099833.333333334,0_other_cat,1.0
1649,300000.0,operating,GA,Atlanta,3,2013-04-01,2013-10-01,1,91.0,100000.0,Education,4.0
1650,14008001.0,operating,VA,"Washington, D.C.",4,2010-06-08,2013-09-20,1,400.0,4669333.666666667,Web_Hosting,5.0
1653,21445695.0,operating,CA,San Diego,6,2010-08-06,2014-12-17,1,318.0,3574282.5,Software,4.0
1655,1454259.0,operating,WI,Milwaukee,3,2014-01-02,2014-11-13,1,157.0,484753.0,Clean_Technology,2.0
1656,84378582.0,operating,CA,SF Bay Area,7,2007-07-02,2014-03-27,1,410.0,12054083.142857144,Biotechnology,2.0
1658,200000.0,operating,CA,SF Bay Area,3,2012-03-01,2013-09-02,1,275.0,66666.66666666667,Education,3.0
1660,2860000.0,operating,CA,SF Bay Area,3,2012-08-29,2014-05-30,1,319.0,953333.3333333334,Curated_Web,15.0
1661,4100000.0,operating,MA,Boston,4,2013-01-01,2015-02-25,1,261.0,1025000.0,Education,4.0
1662,40010000.0,operating,CA,SF Bay Area,6,2006-08-01,2012-10-01,1,450.0,6668333.333333333,Education,7.0
1663,1025000.0,operating,OH,"Columbus, Ohio",3,2012-06-01,2015-03-25,1,513.0,341666.6666666667,Enterprise_Software,3.0
1666,970000.0,operating,CA,SF Bay Area,3,2014-01-15,2015-11-09,1,331.0,485000.0,Hardware_+_Software,8.0
1670,295000.0,operating,OH,Cleveland,3,2011-09-08,2013-05-08,1,304.0,98333.33333333333,Curated_Web,3.0
1672,12485633.0,operating,NY,Long Island,8,2011-02-11,2015-06-05,1,225.0,1783661.857142857,E-Commerce,11.0
1673,62500000.0,operating,CA,SF Bay Area,5,2007-01-01,2013-12-11,1,634.0,12500000.0,Mobile,14.0
1674,8595974.0,operating,NY,"Rochester, New York",4,2010-01-08,2013-01-24,1,370.0,2865324.6666666665,Health_and_Wellness,3.0
1675,19862991.0,operating,CA,SF Bay Area,6,2008-06-05,2014-05-08,1,432.0,3310498.5,Advertising,19.0
1676,16499999.0,operating,MA,Boston,5,2009-01-21,2015-03-24,1,563.0,3299999.8,Enterprise_Software,1.0
1677,2800000.0,operating,CA,SF Bay Area,3,2013-09-18,2015-03-12,1,270.0,1400000.0,Mobile,5.0
1679,94800000.0,operating,CA,SF Bay Area,5,2000-02-01,2012-01-24,1,1093.0,18960000.0,Curated_Web,14.0
1680,13600000.0,operating,CA,SF Bay Area,3,2012-05-10,2014-04-02,1,346.0,4533333.333333333,Enterprise_Software,9.0
1682,104000000.0,operating,CA,SF Bay Area,3,2012-11-08,2014-06-05,1,287.0,34666666.666666664,Software,9.0
1683,1604597.0,operating,IL,Chicago,3,2014-05-02,2014-11-19,1,100.0,534865.6666666666,Software,3.0
1684,96845109.0,operating,CA,San Diego,6,2010-03-17,2015-10-01,1,404.0,16140851.5,Biotechnology,13.0
1688,12150000.0,operating,IL,Chicago,5,2012-05-30,2014-11-07,1,222.0,2430000.0,Software,5.0
1689,2025000.0,operating,IL,Chicago,3,2011-08-22,2014-04-25,1,488.0,1012500.0,Technology,13.0
1691,51500000.0,operating,NH,"Manchester, New Hampshire",3,2001-11-05,2007-04-26,1,999.0,17166666.666666668,Web_Hosting,14.0
1693,32407715.0,operating,CA,Anaheim,4,2010-01-08,2015-06-29,1,666.0,8101928.75,Hardware_+_Software,4.0
1694,10935000.0,operating,VT,Montpelier,3,2014-01-17,2015-04-02,1,220.0,3645000.0,Social_Media,7.0
1696,1500000.0,operating,CA,San Diego,3,2012-10-01,2015-04-28,1,469.0,750000.0,0_other_cat,6.0
1697,1020000.0,operating,MA,Boston,4,2010-01-01,2012-03-22,1,270.0,340000.0,Curated_Web,11.0
1698,6990000.0,operating,MA,Boston,4,2010-03-10,2015-04-10,1,619.0,2330000.0,Biotechnology,4.0
1699,5300000.0,operating,OH,Cleveland,5,2006-05-02,2014-05-05,1,731.0,1325000.0,0_other_cat,4.0
1700,1750000.0,operating,MA,Boston,4,2009-11-24,2013-10-01,1,469.0,437500.0,Hardware_+_Software,3.0
1702,1450000.0,operating,OH,Cincinnati,3,2011-05-04,2012-06-19,1,206.0,483333.3333333333,Software,2.0
1703,43100000.0,operating,NY,New York City,5,2007-12-01,2013-07-01,1,509.0,8620000.0,Games,9.0
1705,100300177.0,operating,CA,San Diego,10,2003-08-22,2013-06-26,1,399.0,16716696.166666666,Enterprise_Software,5.0
1707,90100000.0,operating,GA,Atlanta,12,2013-08-12,2015-09-29,1,70.0,7508333.333333333,Education,4.0
1708,490512.0,operating,FL,Miami,6,2011-11-01,2015-01-28,1,236.0,81752.0,Enterprise_Software,5.0
1709,1796000.0,operating,MA,Boston,7,2013-01-01,2014-08-01,1,96.0,299333.3333333333,0_other_cat,1.0
1713,725000.0,operating,PA,Pittsburgh,5,2009-01-01,2015-03-25,1,568.0,241666.66666666666,Clean_Technology,3.0
1714,8250000.0,operating,CA,SF Bay Area,4,2010-02-10,2014-11-05,1,576.0,2062500.0,Software,8.0
1715,86250000.0,operating,VA,"Washington, D.C.",3,2010-10-28,2014-11-19,1,741.0,28750000.0,Security,16.0
1718,44972579.0,operating,MO,St. Louis,8,2009-07-13,2015-05-11,1,304.0,5621572.375,Biotechnology,7.0
1719,7535473.0,operating,IL,Peoria,6,2010-10-08,2015-07-01,1,345.0,1255912.1666666667,Biotechnology,1.0
1722,2550000.0,operating,NY,New York City,4,2011-06-14,2014-12-12,1,425.0,637500.0,Clean_Technology,2.0
1725,3454626.0,operating,MA,Boston,3,2013-10-01,2015-05-19,1,297.0,1151542.0,Clean_Technology,4.0
1726,17793058.0,operating,WA,Seattle,7,2009-07-01,2015-08-13,1,372.0,2541865.4285714286,Software,10.0
1727,12750000.0,operating,NM,Albuquerque,3,2004-02-17,2008-04-23,1,763.0,4250000.0,Clean_Technology,5.0
1729,5200000.0,operating,NH,"Manchester, New Hampshire",3,2011-09-14,2013-07-18,1,336.0,2600000.0,0_other_cat,4.0
1730,26000000.0,operating,CA,SF Bay Area,3,2010-02-16,2012-02-23,1,368.0,8666666.666666666,Clean_Technology,9.0
1731,5400000.0,operating,CA,Los Angeles,4,2010-07-01,2015-05-26,1,596.0,2700000.0,E-Commerce,3.0
1734,37500000.0,operating,CA,SF Bay Area,4,2008-01-01,2011-09-01,1,446.0,12500000.0,Web_Hosting,11.0
1735,13954577.0,operating,MA,Boston,4,2009-10-02,2013-01-01,1,395.0,3488644.25,Education,9.0
1737,250000.0,operating,NJ,Newark,3,2012-07-19,2014-08-07,1,374.0,250000.0,Mobile,3.0
1738,17280000.0,operating,CA,SF Bay Area,3,2006-09-26,2011-10-03,1,916.0,5760000.0,Analytics,8.0
1739,55625000.0,operating,CA,SF Bay Area,5,2009-07-31,2014-08-20,1,461.0,11125000.0,Clean_Technology,13.0
1740,15000000.0,operating,CA,SF Bay Area,3,2014-10-28,2015-10-27,1,182.0,5000000.0,Health_and_Wellness,1.0
1744,3700000.0,operating,CA,Los Angeles,3,2012-09-21,2014-04-17,1,286.0,1850000.0,SaaS,17.0
1745,2642814.0,operating,WA,Seattle,4,2009-11-13,2013-01-18,1,387.0,660703.5,Software,4.0
1746,86000000.0,operating,NY,New York City,3,2007-04-11,2012-05-10,1,928.0,28666666.666666668,Advertising,2.0
1747,108500000.0,operating,CA,SF Bay Area,3,2012-09-12,2015-10-20,1,566.0,36166666.666666664,E-Commerce,10.0
1750,11675000.0,operating,CO,Denver,3,2010-08-17,2015-12-02,1,966.0,3891666.6666666665,Web_Hosting,9.0
1753,92000000.0,operating,MN,Minneapolis,5,2006-04-01,2011-08-17,1,491.0,18400000.0,Health_Care,15.0
1754,8675487.0,operating,CA,SF Bay Area,4,2012-07-01,2014-09-19,1,270.0,2891829.0,SaaS,6.0
1755,64921718.0,operating,MA,Boston,6,2005-09-07,2011-02-04,1,395.0,10820286.333333334,Hardware_+_Software,13.0
1756,2600000.0,operating,CA,SF Bay Area,3,2012-04-01,2012-12-03,1,123.0,866666.6666666666,0_other_cat,8.0
1757,1671750.0,operating,NC,Raleigh,4,2013-07-31,2015-06-06,1,225.0,417937.5,0_other_cat,1.0
1758,16750000.0,operating,TX,Dallas,4,2011-11-21,2015-08-17,1,455.0,4187500.0,Clean_Technology,8.0
1759,6800301.0,operating,TN,Nashville,6,2010-02-02,2014-07-09,1,323.0,1133383.5,Software,10.0
1760,27300000.0,operating,CA,SF Bay Area,3,2008-10-23,2011-01-26,1,412.0,9100000.0,Clean_Technology,7.0
1762,16100000.0,operating,IN,Indianapolis,5,2007-05-28,2010-12-01,1,320.0,3220000.0,Enterprise_Software,15.0
1764,14269616.0,operating,CO,Denver,5,2007-02-20,2013-01-30,1,542.0,3567404.0,SaaS,7.0
1766,16100000.0,operating,CA,SF Bay Area,3,2004-06-02,2009-11-30,1,1003.0,5366666.666666667,Hardware_+_Software,10.0
1767,10000000.0,operating,CA,SF Bay Area,3,2008-12-31,2013-10-03,1,868.0,3333333.3333333335,Clean_Technology,4.0
1768,40100000.0,operating,NY,New York City,3,2013-05-20,2015-05-19,1,364.0,13366666.666666666,Clean_Technology,4.0
1770,58000000.0,operating,CA,San Diego,3,2012-11-13,2015-06-01,1,465.0,19333333.333333332,Biotechnology,9.0
1772,49083000.0,operating,MA,Boston,3,2012-04-01,2014-04-16,1,372.0,16361000.0,Biotechnology,12.0
1773,23700000.0,operating,WA,Seattle,3,2002-06-02,2007-05-14,1,903.0,7900000.0,Software,6.0
1774,2141557.0,operating,MA,Boston,3,2012-02-01,2013-03-04,1,198.0,713852.3333333334,Video,1.0
1776,10500000.0,operating,CA,San Diego,3,2010-03-01,2015-04-01,1,928.0,3500000.0,Finance,4.0
1778,3500000.0,operating,TX,Austin,3,2014-07-01,2015-09-23,1,224.0,1166666.6666666667,0_other_cat,1.0
1782,73615481.0,operating,CA,SF Bay Area,7,2002-02-06,2012-07-01,1,633.0,10516497.285714285,Semiconductors,18.0
1785,20200245.0,operating,LA,Baton Rouge,3,2010-05-03,2011-06-01,1,197.0,6733415.0,Biotechnology,4.0
1787,2300000.0,operating,CA,Los Angeles,3,2013-04-24,2014-10-03,1,263.0,1150000.0,0_other_cat,8.0
1788,6175000.0,operating,NY,New York City,4,2011-05-31,2015-07-15,1,502.0,1543750.0,Finance,17.0
1790,5527780.0,operating,MD,Baltimore,4,2006-09-26,2010-03-17,1,422.0,1381945.0,Web_Hosting,1.0
1791,9485427.0,operating,MO,St. Louis,5,2012-01-01,2015-11-16,1,353.0,1897085.4,Biotechnology,1.0
1794,35999998.0,operating,CT,Hartford,5,2010-06-09,2015-07-28,1,468.0,8999999.5,Software,6.0
1795,23600000.0,operating,CA,SF Bay Area,3,2010-06-01,2013-02-21,1,498.0,7866666.666666667,Software,17.0
1796,4026248.0,operating,MO,St. Louis,4,2012-05-01,2015-10-05,1,417.0,1006562.0,Biotechnology,9.0
1799,5350000.0,operating,CA,Los Angeles,3,2013-01-01,2015-11-16,1,524.0,1783333.3333333333,Clean_Technology,6.0
1800,70035167.0,operating,CT,Hartford,5,2011-11-21,2015-11-23,1,365.0,14007033.4,Health_Care,8.0
1802,17000000.0,operating,CA,San Diego,4,2010-07-12,2015-07-23,1,612.0,17000000.0,Apps,6.0
1806,1850000.0,operating,CA,SF Bay Area,4,2012-10-06,2015-09-11,1,356.0,462500.0,Clean_Technology,1.0
1807,2399992.0,operating,CA,SF Bay Area,4,2012-01-01,2013-11-29,1,232.0,599998.0,Mobile,9.0
1808,6250000.0,operating,MA,Boston,3,2011-06-09,2014-05-21,1,538.0,2083333.3333333333,SaaS,13.0
1810,8815114.0,operating,TN,Nashville,4,2012-01-05,2015-10-20,1,461.0,2203778.5,Health_Care,5.0
1811,5975000.0,operating,NY,New York City,3,2013-06-01,2014-12-23,1,285.0,1991666.6666666667,0_other_cat,7.0
